clicks,impressions,ctr,position
368,5260,0.0699619771863118,5.097528517110266
364,942,0.386411889596603,1.4617834394904459
363,1511,0.2402382528127068,1.0185307743216412
362,3126,0.11580294305822136,2.7066538707613566
362,943,0.383881230116649,1.7794273594909862
360,3717,0.09685230024213075,3.2429378531073447
358,1547,0.23141564318034907,2.831286360698125
356,2889,0.12322602976808585,2.6036690896503982
355,4580,0.07751091703056769,5.857423580786026
355,852,0.4166666666666667,1.4107981220657277
355,7720,0.04598445595854922,7.3221502590673575
354,1755,0.20170940170940171,4.682621082621083
349,3864,0.09032091097308488,3.128623188405797
345,1104,0.3125,2.3596014492753623
337,6488,0.05194204685573366,4.542077681874229
336,894,0.37583892617449666,1.0469798657718121
332,616,0.538961038961039,1.0081168831168832
330,975,0.3384615384615385,2.016410256410256
329,3340,0.09850299401197604,5.20748502994012
328,1225423,2.676626764798767e-4,9.453050089642515
326,1055,0.3090047393364929,2.2398104265402843
320,1492,0.21447721179624665,3.0516085790884717
317,6919,0.04581586934528111,4.1057956352074
317,17420,0.01819747416762342,3.7392652123995407
316,998,0.3166332665330661,1.6763527054108216
311,846,0.367612293144208,3.0224586288416075
308,9693,0.03177550809862788,6.849479005467863
304,3525,0.08624113475177304,3.7350354609929077
303,9452,0.032056707575116375,5.465933135844265
302,82786,0.003647959799966178,10.745343415553354
301,15724,0.019142711778173494,20.507758839989826
300,4975,0.06030150753768844,1.4739698492462312
299,471,0.6348195329087049,1.9766454352441614
299,9174,0.03259210813167648,7.797689121430128
299,841,0.3555291319857313,1.8430439952437574
297,2653,0.11194873727855258,3.9268752355823597
295,180009,0.0016388069485414618,12.263181285380176
295,141012,0.0020920205372592406,20.082333418432473
294,2116,0.1389413988657845,5.2759924385633274
290,1214,0.23887973640856672,1.7907742998352554
289,11717,0.024665016642485278,5.632243748399761
289,663,0.4358974358974359,1.7722473604826545
286,5317,0.05378973105134474,2.925333834869287
284,1113,0.2551662174303684,2.3189577717879604
283,188561,0.001500840576789474,5.854625293671544
283,2143,0.13205786280914605,3.321978534764349
282,25874,0.010898971940944578,2.288552214578341
281,1100,0.25545454545454543,3.5854545454545454
279,18710,0.014911811865312668,6.933832175307322
277,978,0.2832310838445808,1.8916155419222904
277,5320,0.05206766917293233,6.600187969924812
277,1066,0.2598499061913696,2.7420262664165103
276,1036,0.26640926640926643,2.937258687258687
276,1209,0.228287841191067,4.461538461538462
276,6890,0.04005805515239477,8.618722786647314
275,5551,0.04954062331111511,5.512520266618627
274,13326,0.020561308719795886,6.844664565511031
273,20570,0.01327175498298493,7.429314535731648
272,669,0.40657698056801195,1.8445440956651717
268,1201,0.2231473771856786,1.5462114904246462
267,1802,0.14816870144284128,4.053274139844618
266,14255,0.018660119256401264,8.360154331813398
262,295,0.888135593220339,1.5694915254237287
261,287,0.9094076655052264,1.0034843205574913
261,397,0.6574307304785895,1.057934508816121
258,9228,0.027958387516254877,4.300065019505851
257,14682,0.017504427189756165,7.866639422422013
253,20009,0.012644310060472787,1.0044479984007197
253,1258,0.20111287758346583,1.3879173290937996
252,15434,0.016327588441104057,1.253855125048594
252,353,0.7138810198300283,1.0141643059490084
250,13438,0.0186039589224587,8.163640422681947
249,6047,0.04117744336034397,3.2779890854969405
248,11984,0.02069425901201602,9.010597463284379
247,734,0.33651226158038144,1.7520435967302452
246,293,0.8395904436860068,1
245,909,0.26952695269526955,1.2376237623762376
244,643,0.37947122861586313,2.1632970451010887
241,933,0.2583065380493033,2.139335476956056
241,5111,0.047153198982586575,3.6223830952846803
241,2162,0.11147086031452359,1.1433857539315448
240,307,0.7817589576547231,1
240,411,0.583941605839416,1.094890510948905
240,2289,0.10484927916120576,4.798602009611184
238,263,0.9049429657794676,1
238,931,0.2556390977443609,3.2406015037593985
238,2392,0.09949832775919733,3.1224916387959865
237,514,0.46108949416342415,1.4105058365758754
235,824,0.28519417475728154,2.5861650485436893
231,277,0.8339350180505415,1
230,413,0.5569007263922519,1.2687651331719128
230,6899,0.03333816495144224,8.810262356863314
229,1253,0.1827613727055068,3.5977653631284916
229,158746,0.0014425560329079158,13.462512441258362
227,248,0.9153225806451613,1
227,16652,0.013631996156617823,5.426435263031467
224,10812,0.020717721050684423,4.938771735109138
223,35074,0.006357985972515253,10.463819353367166
223,4992,0.04467147435897436,2.7441907051282053
222,325,0.683076923076923,1.003076923076923
221,15018,0.014715674523904649,1.0051937674790252
221,606,0.36468646864686466,3.0907590759075907
221,3057,0.0722930978083088,9.454039908406935
217,2298,0.094429939077458655,5.8842471714534375
216,410,0.526829268292683,1.6829268292682928
216,6216,0.03474903474903475,3.257239382239382
215,354,0.6073446327683616,1.03954802259887
212,221,0.9592760180995475,1
209,585,0.3572649572649573,2.034188034188034
209,8958,0.023331100692118776,1.005023442732753
208,880,0.23636363636363636,2.995454545454545
208,1716,0.12121212121212122,2.7954545454545454
206,3347,0.061547654616074095,3.884374066328055
205,2087,0.09822712026832775,5.184954480114998
204,470,0.4340425531914894,1.695744680851064
204,503,0.40556660039761433,1.2107355864811133
203,21729,0.009342353536748125,9.898614754475586
203,425,0.4776470588235294,1.9223529411764706
202,731,0.2763337893296854,2.8331053351573185
202,1284,0.1573208722741433,5.447819314641745
201,2247,0.08945260347129506,4.33555852247441
200,807,0.24783147459727387,4.346964064436183
200,758,0.2638522427440633,3.3984168865435356
200,2288,0.08741258741258741,4.570367132867133
199,2464,0.08076298701298701,3.166801948051948
198,2019,0.09806835066864784,2.822684497275879
198,1560,0.12692307692307692,4.911538461538461
196,918,0.21350762527233116,3.3518518518518516
196,43331,0.004523320486487734,8.428723085089196
196,2608,0.07515337423312883,5.491180981595092
195,255,0.7647058823529411,1.007843137254902
195,388,0.5025773195876289,1.3402061855670104
195,853,0.22860492379835873,4.825322391559203
195,14862,0.013120710536939846,6.536065132552819
193,228,0.8464912280701754,1.4912280701754386
193,1489,0.12961719274680994,6.5634654130288785
192,206,0.9320388349514563,1
192,211,0.909952606635071,1.1895734597156398
192,6451,0.029762827468609518,1.1238567663928074
191,27126,0.007041215070412151,9.735235567352357
191,463,0.41252699784017277,3.2937365010799136
191,389,0.4910025706940874,1.3444730077120823
190,12151,0.015636573121553782,5.209530079828821
190,564,0.33687943262411346,1.3634751773049645
190,70996,0.002676207110259733,8.129598850639471
189,552,0.3423913043478261,1
189,993,0.1903323262839879,1.9647532729103725
188,1773,0.10603496897913142,8.199661590524535
186,4944,0.03762135922330097,2.682443365695793
186,1628,0.11425061425061425,3.82985257985258
184,12893,0.01427131001318545,10.660591018382068
183,513,0.3567251461988304,1.9571150097465888
182,5705,0.03190184049079755,6.297984224364592
181,951,0.19032597266035753,2.95478443743428
181,208,0.8701923076923077,1
181,20286,0.008922409543527555,22.43128265799073
181,6564,0.02757464960390006,4.424283973187081
180,4058,0.04435682602267127,23.22400197141449
178,549,0.3242258652094718,2.939890710382514
177,995,0.17788944723618091,7.125628140703518
177,514,0.3443579766536965,2.3229571984435795
177,10693,0.016552885064995793,6.122884129804545
176,1512,0.1164021164021164,2.0985449735449735
176,3881,0.04534913682040711,9.11646482865241
175,373,0.4691689008042895,1.8337801608579087
173,1402,0.12339514978601997,3.4422253922967188
173,330,0.5242424242424243,2.221212121212121
172,2874,0.059846903270702856,7.413013221990258
172,678,0.2536873156342183,1.0132743362831858
171,25424,0.006725928256765261,9.615245437382
171,412,0.41504854368932037,1.3762135922330097
170,17060,0.00996483001172333,9.09337631887456
170,8232,0.0206511175898931,5.62184159378037
169,199,0.8492462311557789,1
169,3833,0.04409079050352205,3.963996869292982
168,185,0.9081081081081082,1
168,355,0.4732394366197183,2.36056338028169
168,289,0.5813148788927336,1.4325259515570934
167,190,0.8789473684210526,1
167,16050,0.010404984423676012,10.130404984423675
167,465,0.35913978494623655,1.5806451612903225
166,382,0.43455497382198954,2.107329842931937
166,21283,0.007799652304656298,6.355588967720716
165,522,0.3160919540229885,2.2203065134099615
165,2472,0.06674757281553398,4.621359223300971
165,34451,0.004789411047574816,8.319206989637456
165,76234,0.0021643885930162396,9.3074481202613
164,425,0.38588235294117645,1.6894117647058824
164,344,0.47674418604651164,2.828488372093023
164,7577,0.021644450310149135,5.962386168668338
163,292,0.5582191780821918,1.5513698630136985
163,16995,0.009591056192997941,16.899205648720212
161,215,0.7488372093023256,2.3488372093023253
161,20202,0.00796950796950797,6.452529452529452
160,2025,0.07901234567901234,5.9995061728395065
159,169,0.9408284023668639,1.017751479289941
159,2155,0.07378190255220418,4.4153132250580045
159,309,0.5145631067961165,1.6990291262135924
159,406,0.3916256157635468,1.9187192118226601
158,551,0.2867513611615245,3.8620689655172415
157,3590,0.04373259052924791,2.4022284122562674
157,494,0.31781376518218624,1.5080971659919027
156,4181,0.03731164793111696,2.3343697679980866
156,402,0.3880597014925373,2.898009950248756
156,439,0.3553530751708428,3.277904328018223
156,4790,0.0325678496868476,3.6432150313152403
156,3842,0.04060385216033316,7.195471108797501
156,1180,0.13220338983050847,3.6915254237288138
155,745,0.2080536912751678,4.5731543624161075
155,1465,0.10580204778156997,3.9535836177474404
154,29284,0.0052588444201611805,7.588922278377271
154,455,0.3384615384615385,2.221978021978022
154,1441,0.10687022900763359,5.163775156141568
154,269,0.5724907063197026,1.0408921933085502
154,1403,0.1097647897362794,4.398431931575196
153,1870,0.08181818181818182,5.0973262032085564
152,12204,0.01245493280891511,15.026548672566372
150,170,0.8823529411764706,1.1941176470588235
149,32095,0.004642467674092538,1.0032403801215142
149,2426,0.06141797197032152,4.775762572135202
149,16294,0.009144470357186695,6.407880201301093
149,3288,0.04531630170316302,4.016423357664234
148,332,0.4457831325301205,1.3072289156626506
147,165,0.8909090909090909,1.006060606060606
147,1127,0.13043478260869565,12.794143744454303
147,5377,0.027338664682908687,5.907011344615957
146,759,0.19235836627140976,5.4229249011857705
146,9018,0.016189842537147926,4.046019072965181
146,51121,0.0028559691711820974,17.336221904892316
144,20035,0.0071874220114799105,15.543448964312454
144,239,0.602510460251046,1.2426778242677825
142,1217,0.11668036154478226,3.1758422350041084
142,23066,0.006156247290384115,8.371846007110033
141,124580,0.0011318028576015411,9.691258628993419
141,5399,0.026115947397666234,5.320800148175588
141,1209,0.11662531017369727,3.8320926385442515
141,815,0.17300613496932515,1.8098159509202454
140,2711,0.0516414607156031,6.033566949465142
140,561,0.24955436720142601,2.9750445632798574
139,174,0.7988505747126436,1.132183908045977
139,148,0.9391891891891891,1
139,5115,0.027174975562072337,4.345650048875855
138,218,0.6330275229357798,1.68348623853211
137,372,0.3682795698924731,1.9408602150537635
137,796,0.1721105527638191,3.5841708542713566
137,2787,0.04915679942590599,2.501614639397201
136,234,0.5811965811965812,1.0128205128205128
136,282,0.48226950354609927,1.574468085106383
136,194,0.7010309278350515,1.041237113402062
136,245,0.5551020408163265,1.9183673469387754
136,2895,0.04697754749568221,11.816580310880829
136,2412,0.05638474295190713,3.511608623548922
135,9110,0.014818880351262349,10.12722283205269
135,381,0.3543307086614173,2.4514435695538057
135,419,0.3221957040572792,2.7875894988066827
135,301,0.4485049833887043,1.0066445182724253
134,281,0.47686832740213525,2.2455516014234878
134,852,0.1572769953051643,4.39906103286385
134,228,0.5877192982456141,1.1535087719298245
134,19893,0.0067360378022419945,9.355652742170612
134,2343,0.057191634656423386,5.66880068288519
134,5237,0.025587168226083635,8.455604353637579
134,282,0.475177304964539,1.9361702127659575
133,2672,0.049775449101796404,7.1482035928143715
133,707,0.18811881188118812,3.118811881188119
133,548,0.2427007299270073,3.5875912408759123
133,496,0.26814516129032256,2.026209677419355
132,1018,0.12966601178781925,6.240667976424361
131,1520,0.0861842105263158,6.010526315789473
131,216,0.6064814814814815,1.425925925925926
131,2556,0.051251956181533644,3.536776212832551
130,14955,0.008692744901370779,11.07676362420595
130,1448,0.08977900552486189,4.794198895027624
129,410,0.3146341463414634,1.148780487804878
129,9775,0.01319693094629156,1.1025063938618926
129,165,0.7818181818181819,1
129,33312,0.003872478386167147,4.575138088376561
129,29547,0.004365925474667479,2.152367414627543
128,200,0.64,1.8
128,4033,0.03173816017852715,5.246962558889164
128,434,0.29493087557603687,3.953917050691244
128,1667,0.07678464307138572,5.58248350329934
127,343,0.37026239067055394,1.1895043731778425
126,144,0.875,1
126,477,0.2641509433962264,2.5450733752620547
126,2978,0.04231027535258563,7.171255876427132
126,188,0.6702127659574468,1.9042553191489362
126,1027,0.12268743914313535,3.8412852969814995
125,7788,0.016050333846944015,7.220210580380072
124,5394,0.022988505747126436,7.135706340378198
124,311,0.3987138263665595,2.279742765273312
124,3225,0.038449612403100776,2.151627906976744
124,393,0.3155216284987277,2.791348600508906
124,252,0.49206349206349204,1.6825396825396826
123,974,0.12628336755646818,4.86447638603696
122,2104,0.05798479087452472,3.2309885931558937
122,547,0.2230347349177331,4.435100548446069
122,546,0.22344322344322345,2.924908424908425
122,5505,0.022161671207992735,7.026521344232516
121,9176,0.013186573670444637,8.383391455972102
121,1469,0.08236895847515316,3.578624914908101
120,1957,0.061318344404701075,7.535002554931017
120,20689,0.005800183672482962,11.331818840929962
120,218,0.5504587155963303,1.7431192660550459
120,2151,0.05578800557880056,1.0227801022780103
120,8235,0.014571948998178506,15.977534911961142
120,408,0.29411764705882354,1.5049019607843137
120,283,0.42402826855123676,1.8197879858657244
119,6025,0.01975103734439834,8.578423236514523
119,3347,0.03555422766656707,3.281147296086047
119,661,0.1800302571860817,2.9803328290468984
119,311,0.38263665594855306,1.0739549839228295
118,7778,0.015170995114425302,5.646181537670352
118,262,0.45038167938931295,1.7938931297709924
118,606,0.19471947194719472,2.8415841584158414
117,2221,0.052678973435389465,2.3102206213417382
117,253,0.4624505928853755,2.292490118577075
117,2592,0.04513888888888889,6.967592592592593
117,1203,0.09725685785536159,9.377389858686616
117,230,0.508695652173913,1.8608695652173912
116,2584,0.04489164086687306,2.0390866873065017
116,697,0.16642754662840745,4.804878048780488
115,310,0.3709677419354839,2.209677419354839
115,7432,0.015473627556512378,5.997847147470399
115,2264,0.05079505300353357,4.1660777385159005
115,241,0.47717842323651455,1.1784232365145229
115,1807,0.06364139457664637,7.944659656889873
114,1737,0.06563039723661486,9.51986183074266
114,159,0.71698113207547165,1.3584905660377358
114,19711,0.005783572624422911,8.76657703820202
114,604,0.18874172185430463,2.0364238410596025
114,330,0.34545454545454546,3.463636363636364
114,1857,0.061389337641357025,3.1141626278944536
114,466,0.2446351931330472,4.521459227467812
114,605,0.1884297520661157,3.1983471074380163
114,2319,0.04915912031047866,5.348857266062958
114,3157,0.03611023123218245,8.302502375673107
113,127,0.889763779527559,1.1181102362204725
113,1123,0.1006233303650935,1.9510240427426537
113,5719,0.019758699073264555,6.893512851897185
113,1013,0.11154985192497532,4.041461006910168
112,873,0.12829324169530354,1.009163802978236
112,1049,0.10676835081029552,1.5195424213536701
112,268,0.417910447761194,1.7089552238805972
112,261,0.42911877394636017,5.237547892720307
111,210,0.5285714285714286,2.9571428571428573
111,1147,0.0967741935483871,4.8343504795117695
111,14893,0.007453165916873699,9.863157187940644
110,250,0.44,2.468
110,262,0.4198473282442748,2.6526717557251906
110,2985,0.03685092127303183,1.4676716917922947
110,693,0.15873015873015872,2.9235209235209236
109,2978,0.036601746138347886,2.4395567494963064
109,179,0.6089385474860335,2.0446927374301676
109,362,0.3011049723756906,1.5883977900552486
108,124,0.8709677419354839,1.0806451612903225
108,244,0.4426229508196721,1.5081967213114753
108,235,0.4595744680851064,2.6553191489361705
108,200,0.54,1.445
108,568,0.19014084507042253,3.125
108,240,0.45,2.425
108,974,0.11088295687885011,5.1971252566735116
108,33275,0.003245679939894816,1.999038317054846
107,269,0.39776951672862454,2.2304832713754648
107,5404,0.019800148038490006,7.043671354552184
106,133,0.7969924812030075,1.5939849624060152
106,2861,0.03704998252359315,6.369451240824886
106,332,0.3192771084337349,3.924698795180723
106,346,0.3063583815028902,1.3583815028901733
106,1123,0.0943900267141585,24.36153161175423
106,287,0.3693379790940767,2.7909407665505226
106,331,0.3202416918429003,2.906344410876133
105,480,0.21875,3.38125
105,2797,0.03754022166607079,3.5698963174830176
105,577,0.18197573656845753,2.8890814558058926
103,353,0.29178470254957506,2.951841359773371
103,257,0.40077821011673154,2.6536964980544746
103,726,0.1418732782369146,3.475206611570248
103,210,0.49047619047619045,6.033333333333333
103,3907,0.026362938315843357,3.639877143588431
103,246,0.4186991869918699,2.6463414634146343
103,434,0.23732718894009217,2.944700460829493
102,221,0.46153846153846156,1.9728506787330318
102,1162,0.08777969018932874,5.512908777969019
102,418,0.24401913875598086,2.1650717703349285
102,6351,0.01606046291922532,7.62005983309715
102,333,0.3063063063063063,3.3213213213213213
102,14226,0.007169970476592155,14.72346407985379
102,233,0.43776824034334766,2.133047210300429
102,4938,0.020656136087484813,4.947144592952613
101,1677,0.06022659511031604,2.75968992248062
101,1104,0.09148550724637682,4.898550724637682
101,2694,0.03749072011878248,7.223088344469191
101,245,0.4122448979591837,1.636734693877551
101,355,0.28450704225352114,3.4985915492957744
100,429,0.2331002331002331,4.627039627039627
100,2094,0.04775549188156638,8.792263610315185
100,908,0.11013215859030837,4.438325991189427
100,2133,0.04688232536333802,2.191279887482419
100,31030,0.003222687721559781,11.657589429584274
100,2225,0.0449438202247191,6.326741573033708
99,666,0.14864864864864866,4.127627627627628
99,692,0.1430635838150289,5.15606936416185
99,268,0.3694029850746269,3.8992537313432836
99,642,0.1542056074766355,2.4517133956386292
99,968,0.10227272727272728,6.869834710743802
97,107,0.9065420560747663,1
97,736,0.13179347826086957,5.380434782608695
97,2317,0.041864479930945185,1.5321536469572723
97,353,0.2747875354107649,3.5155807365439093
97,251,0.38645418326693226,1.6733067729083664
97,1492,0.06501340482573727,1.8739946380697052
96,114,0.8421052631578947,1
96,2709,0.035437430786267994,1.7914359542266518
96,141,0.6808510638297872,2.0212765957446805
96,255,0.3764705882352941,1.3411764705882354
96,377,0.2546419098143236,1.920424403183024
96,219,0.4383561643835616,1.1004566210045663
95,317,0.2996845425867508,2.100946372239748
95,8878,0.010700608245100248,10.645866186077946
95,226,0.42035398230088494,1.5265486725663717
95,109,0.8715596330275229,1
95,479,0.19832985386221294,16.455114822546975
95,162,0.5864197530864198,2.3271604938271606
94,1150,0.0817391304347826,7.260869565217392
94,2182,0.04307974335472044,3.4495875343721356
94,150,0.6266666666666667,1.92
94,173,0.5433526011560693,2.1502890173410405
94,192,0.4895833333333333,1.34375
93,99,0.9393939393939394,1.02020202020202
93,368,0.25271739130434784,2.891304347826087
93,779,0.11938382541720154,2.920410783055199
93,1193,0.07795473595976529,3.0838222967309306
93,173,0.5375722543352601,1.0751445086705202
93,478,0.19456066945606695,2.6966527196652716
93,458,0.20305676855895197,4.207423580786026
93,731,0.12722298221614228,3.284541723666211
92,2492,0.03691813804173355,2.2780898876404496
92,406,0.22660098522167488,3.539408866995074
92,191,0.4816753926701571,1.3612565445026177
92,168,0.5476190476190477,1.0654761904761905
91,370,0.24594594594594596,2.6972972972972973
91,122,0.7459016393442623,1.0163934426229508
91,11926,0.007630387388898206,8.552658058024484
91,334,0.27245508982035926,2.2005988023952097
91,307,0.2964169381107492,2.283387622149837
91,314,0.2898089171974522,2.4203821656050954
90,99,0.9090909090909091,1
90,5939,0.015154066341134871,7.418252231015322
90,109,0.8256880733944955,1.688073394495413
90,1459,0.061686086360520906,7.453050034270048
90,2303,0.03907946157186279,4.959617889709075
89,91,0.978021978021978,1
89,6154,0.014462138446538837,9.967175820604485
89,409498,2.173392788243166e-4,10.767910954388055
89,365,0.24383561643835616,3.202739726027397
89,232,0.38362068965517243,1.5689655172413794
89,118,0.7542372881355932,1
89,2296,0.03876306620209059,5.903310104529616
88,2038,0.04317958783120707,6.574092247301276
88,392,0.22448979591836735,4.566326530612245
88,211,0.41706161137440756,1.5213270142180095
88,151,0.5827814569536424,1.5629139072847682
88,224,0.39285714285714285,1.8660714285714286
88,1558,0.05648267008985879,5.953145057766367
88,29547,0.002978305750160761,2.1524689477781163
87,94,0.925531914893617,1.4468085106382977
87,1046,0.08317399617590822,1.3202676864244742
87,544,0.15992647058823528,4.851102941176471
87,620,0.1403225806451613,5.101612903225806
87,5331,0.016319639842431063,7.63552804351904
87,5581,0.01558860419279699,16.641820462282745
87,147,0.5918367346938775,1.469387755102041
87,911,0.09549945115257959,5.200878155872667
86,1236,0.06957928802588997,5.76537216828479
86,210,0.4095238095238095,3.5095238095238095
86,190,0.45263157894736844,2.268421052631579
86,41732,0.0020607687146554205,9.363054730183073
86,3349,0.025679307255897284,6.568826515377725
86,394,0.2182741116751269,3.1725888324873095
85,129,0.6589147286821705,1.2248062015503876
85,944,0.09004237288135593,3.233050847457627
85,172,0.4941860465116279,1.0290697674418605
85,58705,0.00144791755387105,12.249672089259859
85,455,0.18681318681318682,1.2483516483516484
85,24882,0.003416124105779278,8.890362511052167
85,166,0.5120481927710844,2.5120481927710845
84,174,0.4827586206896552,1.3045977011494254
